++
||
++
++


Similar words to addiction
expert count: 16088 | Novice has 1434 less
+-----------------------+------------+------------+------------+
|          Word         | Novice Pos | Expert Pos | Difference |
|       statins       |    176     |    148     |     28     |
|     itraconazole    |    177     |     -      |     -      |
|      aciclovir      |    178     |     -      |     -      |
|    bromocriptine    |    179     |    175     |     4      |
|      phenytoin      |    180     |    117     |     63     |
|     oseltamivir     |    181     |     -      |     -      |
|      clomiphene     |    182     |     -      |     -      |
|    nortriptyline    |    183     |     -      |     -      |
|      medication     |    184     |    196     |    -12     |
|    emtricitabine    |    185     |     -      |     -      |
|      sirolimus      |    186     |    177     |     9      |
|    antidepressant   |    187     |     95     |     92     |
|     dutasteride     |    188     |     69     |    119     |
|     paracetamol     |    189     |    169     |     20     |
|       tramadol      |    190     |    191     |     -1     |
|      zidovudine     |    191     |    183     |     8      |
|     flucytosine     |    192     |     -      |     -      |
|   ethinylestradiol  |    193     |     -      |     -      |
|     fenfluramine    |    194     |     -      |     -      |
|     clindamycin     |    195     |     -      |     -      |
|     minocycline     |    196     |     48     |    148     |
|      selegiline     |    197     |    127     |     70     |
|      lisinopril     |    198     |     -      |     -      |
|     pirfenidone     |    199     |     -      |     -      |
|    peginterferon    |    200     |     53     |    147     |
+---------------------+------------+------------+------------+


Similar words to psychosurgery
expert count: 233 | Novice has 53 less
+-----------------------+------------+------------+------------+
|          Word         | Novice Pos | Expert Pos | Difference |
+-----------------------+------------+------------+------------+
|       leucotomy       |     1      |     1      |     0      |
|      transorbital     |     2      |     5      |     -3     |
|        lobotomy       |     3      |     4      |     -1     |
|          ect          |     4      |     2      |     2      |
|      nonsurgical      |     5      |     11     |     -6     |
|     electrotherapy    |     6      |     10     |     -4     |
|   electroconvulsive   |     7      |     3      |     4      |
|      laparoscopy      |     8      |     7      |     1      |
|      anaesthesia      |     9      |     13     |     -4     |
|   psychotherapeutic   |     10     |     6      |     4      |
|     neurosurgical     |     11     |     16     |     -5     |
|       antisepsis      |     12     |     17     |     -5     |
|        asepsis        |     13     |     43     |    -30     |
|    pharmacotherapy    |     14     |     8      |     6      |
|      hypnotherapy     |     15     |     9      |     6      |
|      vaginoplasty     |     16     |     50     |    -34     |
|      obstetrical      |     17     |     47     |    -30     |
|       mesmerism       |     18     |     53     |    -35     |
|     dermatological    |     19     |     44     |    -25     |
|          ercp         |     20     |     42     |    -22     |
|     tonsillectomy     |     21     |     12     |     9      |
|       treatments      |     22     |     34     |    -12     |
|      lithotripsy      |     23     |     -      |     -      |
|        stenting       |     24     |     87     |    -63     |
|      cryoablation     |     25     |     71     |    -46     |
|     psychotherapy     |     26     |     15     |     11     |
|     microsurgical     |     27     |     31     |     -4     |
|      stereotactic     |     28     |     30     |     -2     |
|      tracheotomy      |     29     |     24     |     5      |
|     gynecological     |     30     |     70     |    -40     |
|      hemodialysis     |     31     |     18     |     13     |
|      cryosurgery      |     32     |     41     |     -9     |
|      oncological      |     33     |     51     |    -18     |
|      neuroimaging     |     34     |     61     |    -27     |
|       treatment       |     35     |     27     |     8      |
|      dermatologic     |     36     |    153     |    -117    |
|      gynecologic      |     37     |     84     |    -47     |
|        cautery        |     38     |     68     |    -30     |
|       endoscopic      |     39     |     85     |    -46     |
|         ioert         |     40     |     -      |     -      |
|     dermatologists    |     41     |     80     |    -39     |
|     adenoidectomy     |     42     |     23     |     19     |
|     endometriosis     |     43     |     49     |     -6     |
|     intraoperative    |     44     |    148     |    -104    |
|      phototherapy     |     45     |    100     |    -55     |
|       myomectomy      |     46     |     38     |     8      |
|      prophylactic     |     47     |     39     |     8      |
|      microsurgery     |     48     |     59     |    -11     |
|     gynaecological    |     49     |     55     |     -6     |
|      hysteroscopy     |     50     |    172     |    -122    |
|      laparoscopic     |     51     |     36     |     15     |
|       hypnotism       |     52     |     19     |     33     |
|     postoperative     |     53     |     65     |    -12     |
|       homeopathy      |     54     |     14     |     40     |
|       laparotomy      |     55     |     98     |    -43     |
|       anesthesia      |     56     |     35     |     21     |
|        surgical       |     57     |     52     |     5      |
|       obstetric       |     58     |     25     |     33     |
|     neuropathology    |     59     |     64     |     -5     |
|   psychopharmacology  |     60     |     77     |    -17     |
|      craniectomy      |     61     |    135     |    -74     |
|      bloodletting     |     62     |     -      |     -      |
|      cryotherapy      |     63     |     29     |     34     |
|         lasik         |     64     |     81     |    -17     |
|      endovascular     |     65     |     57     |     8      |
|    cholecystectomy    |     66     |     22     |     44     |
|       urological      |     67     |     -      |     -      |
|      biofeedback      |     68     |    143     |    -75     |
|       colectomy       |     69     |     -      |     -      |
|     vertebroplasty    |     70     |     48     |     22     |
|       oncologic       |     71     |    124     |    -53     |
|     cardiologists     |     72     |    118     |    -46     |
|        hypnosis       |     73     |     26     |     47     |
|       psychoses       |     74     |     -      |     -      |
|      thrombolysis     |     75     |     89     |    -14     |
|      angioplasty      |     76     |     40     |     36     |
|       curettage       |     77     |    111     |    -34     |
|      radiotherapy     |     78     |     21     |     57     |
|     ophthalmologic    |     79     |    161     |    -82     |
|  phacoemulsification  |     80     |     78     |     2      |
|       scoliosis       |     81     |     -      |     -      |
|      arthroscopy      |     82     |     86     |     -4     |
|      trepanation      |     83     |     -      |     -      |
|    anticoagulation    |     84     |     45     |     39     |
|      neurasthenia     |     85     |     -      |     -      |
|       craniotomy      |     86     |     -      |     -      |
|     prostatectomy     |     87     |     -      |     -      |
|  electrocardiography  |     88     |     -      |     -      |
|     therapeutical     |     89     |    120     |    -31     |
|       abreaction      |     90     |     94     |     -4     |
|       thymectomy      |     91     |    159     |    -68     |
|       aversives       |     92     |     33     |     59     |
|       tractotomy      |     93     |     -      |     -      |
|      mastectomies     |     94     |    185     |    -91     |
|        urologic       |     95     |    196     |    -101    |
|       therapies       |     96     |    105     |     -9     |
|      hysterectomy     |     97     |     56     |     41     |
|    catheterization    |     98     |    129     |    -31     |
|      liposuction      |     99     |     90     |     9      |
|      orthodontics     |    100     |     74     |     26     |
|       narcolepsy      |    101     |     -      |     -      |
|       debulking       |    102     |     -      |     -      |
|      preoperative     |    103     |     96     |     7      |
|       neuralgia       |    104     |     -      |     -      |
|      keratoconus      |    105     |     -      |     -      |
|   angiocardiography   |    106     |    180     |    -74     |
|    cardiopulmonary    |    107     |     97     |     10     |
|      anaesthetics     |    108     |    142     |    -34     |
|  xenotransplantation  |    109     |     -      |     -      |
|        therapy        |    110     |     54     |     56     |
|         botox         |    111     |    164     |    -53     |
|   revascularization   |    112     |    104     |     8      |
|     symptomatology    |    113     |     -      |     -      |
|     psychosomatic     |    114     |     -      |     -      |
|       intubation      |    115     |    107     |     8      |
|       palliation      |    116     |    179     |    -63     |
|       surgeries       |    117     |    117     |     0      |
|     resuscitation     |    118     |     20     |     98     |
|      variolation      |    119     |     32     |     87     |
|   parathyroidectomy   |    120     |     -      |     -      |
|      neurologists     |    121     |     -      |     -      |
|    psychopathology    |    122     |     -      |     -      |
|       lobectomy       |    123     |     -      |     -      |
|     interventional    |    124     |     88     |     36     |
|    nephrolithotomy    |    125     |    112     |     13     |
|     reconstructive    |    126     |    156     |    -30     |
|      pallidotomy      |    127     |     -      |     -      |
|    ultrasonography    |    128     |     95     |     33     |
|       subcaudate      |    129     |    144     |    -15     |
|      neurosurgery     |    130     |     63     |     67     |
|      dermabrasion     |    131     |     -      |     -      |
|       diagnoses       |    132     |     -      |     -      |
|      haemorrhoids     |    133     |     -      |     -      |
|     perioperative     |    134     |    122     |     12     |
|     hysteroscopic     |    135     |     -      |     -      |
|       diagnosing      |    136     |     -      |     -      |
|     chlorpromazine    |    137     |     28     |    109     |
|       bariatric       |    138     |     -      |     -      |
|     psychoanalysis    |    139     |     67     |     72     |
|        clinical       |    140     |     62     |     78     |
|        sedation       |    141     |    141     |     0      |
|     decompressive     |    142     |     60     |     82     |
|       orthokine       |    143     |    152     |     -9     |
|      orthodontic      |    144     |     -      |     -      |
|    neuropsychiatric   |    145     |     -      |     -      |
|      methotrexate     |    146     |     58     |     88     |
|     hepatobiliary     |    147     |     -      |     -      |
|    echocardiography   |    148     |    133     |     15     |
|     cauterization     |    149     |     -      |     -      |
|     psychodynamic     |    150     |    128     |     22     |
|    tonsillectomies    |    151     |    131     |     20     |
|    neurostimulation   |    152     |    195     |    -43     |
|      neurological     |    153     |     -      |     -      |
|    therapeutically    |    154     |     -      |     -      |
|     comorbidities     |    155     |     -      |     -      |
|      orchiectomy      |    156     |    177     |    -21     |
|   neuropathological   |    157     |     -      |     -      |
|      laparascopic     |    158     |     -      |     -      |
|       acromegaly      |    159     |     -      |     -      |
|        epilepsy       |    160     |    149     |     11     |
|      megavitamin      |    161     |     -      |     -      |
|      psychedelics     |    162     |    130     |     32     |
| psychopharmacological |    163     |    188     |    -25     |
|    hemispherectomy    |    164     |     -      |     -      |
|      radiosurgery     |    165     |     82     |     83     |
|       colposcopy      |    166     |     -      |     -      |
|      labiaplasty      |    167     |     -      |     -      |
| pneumoencephalography |    168     |     69     |     99     |
|     hysterectomies    |    169     |    158     |     11     |
|       neurologic      |    170     |     -      |     -      |
|     clitoridectomy    |    171     |     -      |     -      |
|    corticosteroids    |    172     |    132     |     40     |
|      ultrasounds      |    173     |     -      |     -      |
|    musculoskeletal    |    174     |     -      |     -      |
|    chemoprophylaxis   |    175     |     -      |     -      |
|        douching       |    176     |     -      |     -      |
|      neoadjuvant      |    177     |    198     |    -21     |
|      percutaneous     |    178     |     83     |     95     |
|    ophthalmological   |    179     |     -      |     -      |
|       iatrogenic      |    180     |     -      |     -      |
|    transplantation    |    181     |     76     |    105     |
|     neurosurgeons     |    182     |    125     |     57     |
|      radiologists     |    183     |     -      |     -      |
|    psychophysiology   |    184     |     -      |     -      |
|     electrosurgery    |    185     |     -      |     -      |
|     overtreatment     |    186     |     -      |     -      |
|      stapedectomy     |    187     |     -      |     -      |
|       listerian       |    188     |     -      |     -      |
|      oophorectomy     |    189     |    136     |     53     |
|       endodontic      |    190     |     92     |     98     |
|        sequelae       |    191     |     -      |     -      |
|     sympathectomy     |    192     |     -      |     -      |
|      angiography      |    193     |    197     |     -4     |
|      laminectomy      |    194     |    181     |     13     |
|       strabismus      |    195     |     -      |     -      |
|      bronchoscopy     |    196     |     -      |     -      |
|     osteoarthritis    |    197     |     -      |     -      |
|    arteriosclerosis   |    198     |     -      |     -      |
|     electrocautery    |    199     |     -      |     -      |
|      angiographic     |    200     |     -      |     -      |
+-----------------------+------------+------------+------------+


Similar words to psychotherapy
expert count: 4930 | Novice has 1121 less
+-----------------------+------------+------------+------------+
|          Word         | Novice Pos | Expert Pos | Difference |
+-----------------------+------------+------------+------------+
|   psychotherapeutic   |     1      |     1      |     0      |
|     psychoanalysis    |     2      |     2      |     0      |
|     psychodynamic     |     3      |     3      |     0      |
|     psychoanalytic    |     4      |     4      |     0      |
|      hypnotherapy     |     5      |     5      |     0      |
|       psychiatry      |     6      |     8      |     -2     |
|        therapy        |     7      |     6      |     1      |
|       psychology      |     8      |     9      |     -1     |
|    psychotherapies    |     9      |     7      |     2      |
|        gestalt        |     10     |     12     |     -2     |
|    psychopathology    |     11     |     10     |     1      |
|     transpersonal     |     12     |     13     |     -1     |
|    psychosynthesis    |     13     |     18     |     -5     |
|   psychopharmacology  |     14     |     25     |    -11     |
|     psychologists     |     15     |     20     |     -5     |
|    psychoanalytical   |     16     |     30     |    -14     |
|        adlerian       |     17     |     15     |     2      |
|       counseling      |     18     |     17     |     1      |
|    neuropsychology    |     19     |     37     |    -18     |
|        jungian        |     20     |     24     |     -4     |
|        hypnosis       |     21     |     27     |     -6     |
|          rebt         |     22     |     22     |     0      |
|        reichian       |     23     |     11     |     12     |
|      ericksonian      |     24     |     16     |     8      |
|    psychotherapists   |     25     |     19     |     6      |
|      counselling      |     26     |     34     |     -8     |
|      mindfulness      |     27     |     26     |     1      |
|  countertransference  |     28     |     45     |    -17     |
|     psychological     |     29     |     35     |     -6     |
|    psychotherapist    |     30     |     31     |     -1     |
|        pedagogy       |     31     |     65     |    -34     |
|      neuroscience     |     32     |     44     |    -12     |
|      psychodrama      |     33     |     14     |     19     |
|         bobath        |     34     |     23     |     11     |
|      therapeutic      |     35     |     28     |     7      |
|      psychosocial     |     36     |     43     |     -7     |
|        clinical       |     37     |     48     |    -11     |
|      integrative      |     38     |     36     |     2      |
|       neurology       |     39     |     51     |    -12     |
|      psychiatric      |     40     |     52     |    -12     |
|       therapists      |     41     |     39     |     2      |
|        sexology       |     42     |     79     |    -37     |
|    neuropsychiatry    |     43     |     92     |    -49     |
|     phenomenology     |     44     |     69     |    -25     |
|       therapies       |     45     |     33     |     12     |
|       reparative      |     46     |     54     |     -8     |
|       abreaction      |     47     |     41     |     6      |
|      biofeedback      |     48     |     38     |     10     |
|     psychoanalyst     |     49     |     55     |     -6     |
|     psychodynamics    |     50     |     90     |    -40     |
|        freudian       |     51     |     60     |     -9     |
|       therapist       |     52     |     42     |     10     |
|        rogerian       |     53     |     49     |     4      |
|       hypnotism       |     54     |     57     |     -3     |
|     psychoanalysts    |     55     |     46     |     9      |
|     neuropathology    |     56     |     72     |    -16     |
|       meditation      |     57     |     73     |    -16     |
|       behavioral      |     58     |     56     |     2      |
|    pharmacotherapy    |     59     |     40     |     19     |
|     neurofeedback     |     60     |     86     |    -26     |
|      sociological     |     61     |     89     |    -28     |
|     psychosurgery     |     62     |     61     |     1      |
|      chiropractic     |     63     |     85     |    -22     |
|   psychopathological  |     64     |    120     |    -56     |
|       humanistic      |     65     |     68     |     -3     |
|     psychobiology     |     66     |    121     |    -55     |
|       clinicians      |     67     |     82     |    -15     |
|    psychophysiology   |     68     |     64     |     4      |
|          cbt          |     69     |     21     |     48     |
|       homeopathy      |     70     |     62     |     8      |
|      behaviorism      |     71     |     66     |     5      |
|       graphology      |     72     |     -      |     -      |
|       cognitive       |     73     |     70     |     3      |
|      logotherapy      |     74     |     63     |     11     |
|    neuroscientific    |     75     |    140     |    -65     |
|          ect          |     76     |     75     |     1      |
|     psychosomatic     |     77     |     98     |    -21     |
|     psychometrics     |     78     |    169     |    -91     |
|     anthroposophy     |     79     |    125     |    -46     |
|     schizophrenia     |     80     |     76     |     4      |
|      acupuncture      |     81     |    134     |    -53     |
|       manualized      |     82     |     59     |     23     |
|     psychiatrists     |     83     |     80     |     3      |
|   neuropsychologist   |     84     |    103     |    -19     |
|    neurophysiology    |     85     |    105     |    -20     |
|      nondirective     |     86     |     47     |     39     |
|   psychoeducational   |     87     |     71     |     16     |
|    ethnomethodology   |     88     |    143     |    -55     |
|         freud         |     89     |    104     |    -15     |
|       pediatric       |     90     |    112     |    -22     |
|   electroconvulsive   |     91     |     83     |     8      |
|       cognition       |     92     |     84     |     8      |
|         cbasp         |     93     |     -      |     -      |
|       geriatrics      |     94     |    162     |    -68     |
|     parapsychology    |     95     |    154     |    -59     |
|       attunement      |     96     |     93     |     3      |
|    phenomenological   |     97     |     91     |     6      |
|      neurobiology     |     98     |     87     |     11     |
|        lacanian       |     99     |    101     |     -2     |
|     neurosciences     |    100     |     -      |     -      |
|        holistic       |    101     |     95     |     6      |
|        therapy        |    102     |     -      |     -      |
|       pediatrics      |    103     |    133     |    -30     |
|     mentalization     |    104     |     67     |     37     |
|      dermatology      |    105     |    151     |    -46     |
|     autosuggestion    |    106     |    131     |    -25     |
|      neuroimaging     |    107     |    146     |    -39     |
|     neurosurgical     |    108     |     -      |     -      |
|      experiential     |    109     |     88     |     21     |
|       osteopathy      |    110     |    138     |    -28     |
|       semiotics       |    111     |     -      |     -      |
|        casriel        |    112     |     81     |     31     |
|   parapsychological   |    113     |    178     |    -65     |
|       bioethics       |    114     |     -      |     -      |
|     multimodality     |    115     |     -      |     -      |
|       breathwork      |    116     |     74     |     42     |
|    neuropsychiatric   |    117     |    163     |    -46     |
|    hypnotherapists    |    118     |    193     |    -75     |
|    neurobiological    |    119     |    110     |     9      |
|      gerontology      |    120     |    114     |     6      |
|      reparenting      |    121     |     78     |     43     |
|      bioenergetic     |    122     |     -      |     -      |
|       midwifery       |    123     |     -      |     -      |
|     practitioners     |    124     |    128     |     -4     |
|      feldenkrais      |    125     |     -      |     -      |
| psychopharmacological |    126     |    108     |     18     |
|      epistemology     |    127     |    194     |    -67     |
|         mental        |    128     |    153     |    -25     |
|       sociometry      |    129     |     96     |     33     |
|   neuroendocrinology  |    130     |    172     |    -42     |
|      hermeneutics     |    131     |    145     |    -14     |
|       cbtraining      |    132     |    127     |     5      |
|      megavitamin      |    133     |    113     |     20     |
|       philosophy      |    134     |     -      |     -      |
|       psychoses       |    135     |    166     |    -31     |
|      naturopathy      |    136     |    155     |    -19     |
|       palliative      |    137     |    157     |    -20     |
|      spirituality     |    138     |    152     |    -14     |
|         praxis        |    139     |     -      |     -      |
|       sociology       |    140     |     -      |     -      |
|       gynecology      |    141     |     -      |     -      |
|   psycholinguistics   |    142     |    185     |    -43     |
|      rheumatology     |    143     |     -      |     -      |
|     interventions     |    144     |    117     |     27     |
|     physiotherapy     |    145     |     -      |     -      |
|       mesmerism       |    146     |     -      |     -      |
|      psychologist     |    147     |    123     |     24     |
|      adolescents      |    148     |    156     |     -8     |
|    neuroplasticity    |    149     |    177     |    -28     |
|      psychedelics     |    150     |    118     |     32     |
|       lifetrack       |    151     |     97     |     54     |
|        teaching       |    152     |    167     |    -15     |
|      victimology      |    153     |     -      |     -      |
|    psychoeducation    |    154     |     77     |     77     |
|      neurologists     |    155     |    160     |     -5     |
|  psychophysiological  |    156     |     -      |     -      |
|   interdisciplinary   |    157     |    200     |    -43     |
|    psychobiological   |    158     |     -      |     -      |
|      orthodontics     |    159     |     -      |     -      |
|    endocrinologists   |    160     |     -      |     -      |
|         freuds        |    161     |    147     |     14     |
|    neuroscientists    |    162     |     -      |     -      |
|     metacognition     |    163     |     99     |     64     |
|        analytic       |    164     |    180     |    -16     |
|         teacch        |    165     |    161     |     4      |
|      criminology      |    166     |    173     |     -7     |
|          mbsr         |    167     |    109     |     58     |
|      anthropology     |    168     |    183     |    -15     |
|      neurosurgery     |    169     |     -      |     -      |
|     methodological    |    170     |    170     |     0      |
|     metapsychology    |    171     |     -      |     -      |
|     neurochemistry    |    172     |     -      |     -      |
|          yoga         |    173     |    171     |     2      |
|         janov         |    174     |    116     |     58     |
|      transference     |    175     |    106     |     69     |
|         narth         |    176     |     -      |     -      |
|     cardiologists     |    177     |     -      |     -      |
| psychoneuroimmunology |    178     |    122     |     56     |
|      pharmacology     |    179     |     -      |     -      |
|      epidemiology     |    180     |     -      |     -      |
|      sexological      |    181     |     -      |     -      |
|       geriatric       |    182     |     -      |     -      |
|     ophthalmology     |    183     |     -      |     -      |
|         lacan         |    184     |    159     |     25     |
|       menninger       |    185     |     -      |     -      |
|       analytical      |    186     |    182     |     4      |
|      sexologists      |    187     |     -      |     -      |
|   psychoanalytically  |    188     |    102     |     86     |
|       orthoptic       |    189     |     -      |     -      |
|      neuroanatomy     |    190     |    199     |     -9     |
|        lothane        |    191     |     -      |     -      |
|         wundt         |    192     |     -      |     -      |
|     anesthesiology    |    193     |     -      |     -      |
|       parenting       |    194     |    115     |     79     |
|     endocrinology     |    195     |     -      |     -      |
|         study         |    196     |     -      |     -      |
|     electrotherapy    |    197     |     -      |     -      |
|        vygotsky       |    198     |    150     |     48     |
|     argumentation     |    199     |     -      |     -      |
|     transcultural     |    200     |     -      |     -      |
+-----------------------+------------+------------+------------+


Similar words to reinforcement
expert count: 7731 | Novice has 190 less
+------------------+------------+------------+------------+
|       Word       | Novice Pos | Expert Pos | Difference |
+------------------+------------+------------+------------+
|  reinforcements  |     1      |     1      |     0      |
|   reinforcing    |     2      |     2      |     0      |
|   redeployment   |     3      |     3      |     0      |
|    reinforce     |     4      |     4      |     0      |
|    stiffening    |     5      |     5      |     0      |
|    reinforced    |     6      |     6      |     0      |
|    deployment    |     7      |     9      |     -2     |
|     feedback     |     8      |     10     |     -2     |
|   mobilization   |     9      |     15     |     -6     |
|     resupply     |     10     |     7      |     3      |
|    shotcrete     |     11     |     32     |    -21     |
|  replenishment   |     12     |     12     |     0      |
|   modification   |     13     |     8      |     5      |
|    reinforcer    |     14     |     13     |     1      |
|   resupplying    |     15     |     29     |    -14     |
|       rct        |     16     |     53     |    -37     |
|   compressive    |     17     |     14     |     3      |
|   stimulation    |     18     |     11     |     7      |
|   mobilisation   |     19     |     20     |     -1     |
|   intervention   |     20     |     18     |     2      |
|     buckling     |     21     |     17     |     4      |
|     damping      |     22     |     38     |    -16     |
|    activation    |     23     |     16     |     7      |
|     defences     |     24     |     19     |     5      |
|   contingency    |     25     |     40     |    -15     |
|    stiffness     |     26     |     27     |     -1     |
|     defenses     |     27     |     24     |     3      |
|   replacements   |     28     |     30     |     -2     |
|  counterattack   |     29     |     47     |    -18     |
|    retraining    |     30     |     31     |     -1     |
|    evacuation    |     31     |     34     |     -3     |
|      troops      |     32     |     36     |     -4     |
|     stimulus     |     33     |     39     |     -6     |
|   envelopment    |     34     |     51     |    -17     |
|  strengthening   |     35     |     49     |    -14     |
|   prestressing   |     36     |     57     |    -21     |
|    stability     |     37     |     46     |     -9     |
|       qrf        |     38     |     43     |     -5     |
|     logistic     |     39     |     26     |     13     |
|  waterproofing   |     40     |     42     |     -2     |
|   deactivation   |     41     |     89     |    -48     |
|    withdrawal    |     42     |     35     |     7      |
|   bombardment    |     43     |     28     |     15     |
|     priming      |     44     |     93     |    -49     |
|     tensile      |     45     |     59     |    -14     |
|     bracing      |     46     |    105     |    -59     |
|     rigidity     |     47     |     65     |    -18     |
|    insulation    |     48     |     54     |     -6     |
|   augmentation   |     49     |     71     |    -22     |
|    rearguards    |     50     |    133     |    -83     |
|     cohesion     |     51     |     61     |    -10     |
|    adjustment    |     52     |     45     |     7      |
|      forces      |     53     |     63     |    -10     |
|    corrosion     |     54     |     76     |    -22     |
|    evaluation    |     55     |     48     |     7      |
|    falsework     |     56     |     83     |    -27     |
|    actuation     |     57     |    117     |    -60     |
|      supply      |     58     |     58     |     0      |
|    attachment    |     59     |    100     |    -41     |
|     biasing      |     60     |     90     |    -30     |
|     signals      |     61     |     60     |     1      |
|  amplification   |     62     |    111     |    -49     |
|     geocells     |     63     |     21     |     42     |
|     formwork     |     64     |    119     |    -55     |
|   inactivation   |     65     |     92     |    -27     |
|    resistance    |     66     |    101     |    -35     |
|  contingencies   |     67     |     50     |     17     |
|    deploying     |     68     |    113     |    -45     |
|  neutralization  |     69     |     23     |     46     |
|   lubrication    |     70     |    183     |    -113    |
|   reinforcers    |     71     |     25     |     46     |
|   penetration    |     72     |     91     |    -19     |
|   ventilation    |     73     |     37     |     36     |
|    insertion     |     74     |     75     |     -1     |
|      signal      |     75     |     67     |     8      |
|   substitution   |     76     |    103     |    -27     |
|   entrenchment   |     77     |     -      |     -      |
|    diversion     |     78     |     68     |     10     |
|   garrisoning    |     79     |     98     |    -19     |
|   skirmishers    |     80     |     62     |     18     |
|  counterweights  |     81     |     -      |     -      |
|    shielding     |     82     |     56     |     26     |
|    detachment    |     83     |     52     |     31     |
|    rearguard     |     84     |    124     |    -40     |
|   detachments    |     85     |     44     |     41     |
|   feedforward    |     86     |     95     |     -9     |
|    inhibition    |     87     |     72     |     15     |
|     buildup      |     88     |     33     |     55     |
|   dispositions   |     89     |     81     |     8      |
|    beachhead     |     90     |    123     |    -33     |
|   provisioning   |     91     |     66     |     25     |
|     stimuli      |     92     |     55     |     37     |
|    firepower     |     93     |    170     |    -77     |
|  stabilisation   |     94     |     73     |     21     |
|      mortar      |     95     |    138     |    -43     |
|    tensioning    |     96     |    182     |    -86     |
|      stress      |     97     |     86     |     11     |
|       arsk       |     98     |    130     |    -32     |
|  interventions   |     99     |    140     |    -41     |
|   skirmishing    |    100     |     84     |     16     |
|   passivation    |    101     |     -      |     -      |
|     pontoon      |    102     |    110     |     -8     |
|   stabilizing    |    103     |     70     |     33     |
|    relieving     |    104     |     80     |     24     |
|     support      |    105     |     79     |     26     |
|     advance      |    106     |    193     |    -87     |
|    hardening     |    107     |     -      |     -      |
|       pva        |    108     |     74     |     34     |
|    airmobile     |    109     |     -      |     -      |
|      force       |    110     |    136     |    -26     |
|    logistical    |    111     |     96     |     15     |
|   deformations   |    112     |     -      |     -      |
|      action      |    113     |     -      |     -      |
|   reoccupation   |    114     |     78     |     36     |
|    garrisons     |    115     |    109     |     6      |
|     airdrop      |    116     |     -      |     -      |
|   diversionary   |    117     |    178     |    -61     |
|      troop       |    118     |    108     |     10     |
| counterattacking |    119     |    151     |    -32     |
|  stabilization   |    120     |    104     |     16     |
|    redundancy    |    121     |    163     |    -42     |
|   deformation    |    122     |    122     |     0      |
|    refitting     |    123     |     -      |     -      |
|    grounding     |    124     |    173     |    -49     |
|  disembarkation  |    125     |     -      |     -      |
|   encirclement   |    126     |     -      |     -      |
|    signalling    |    127     |     -      |     -      |
| internalization  |    128     |    157     |    -29     |
|    besiegers     |    129     |    161     |    -32     |
|    reduction     |    130     |     99     |     31     |
|     buoyancy     |    131     |    112     |     19     |
|  counterattacks  |    132     |     -      |     -      |
|     barrage      |    133     |     -      |     -      |
|   reactivation   |    134     |    200     |    -66     |
|      combat      |    135     |    102     |     33     |
|   bombardments   |    136     |    174     |    -38     |
|  immobilization  |    137     |     77     |     60     |
|      inputs      |    138     |    114     |     24     |
|   attenuation    |    139     |     82     |     57     |
|      magtf       |    140     |     -      |     -      |
|     manpower     |    141     |    153     |    -12     |
|     brigades     |    142     |    106     |     36     |
|   flexibility    |    143     |    195     |    -52     |
|       vrs        |    144     |    118     |     26     |
|     airdrops     |    145     |     -      |     -      |
|  fortifications  |    146     |    107     |     39     |
|   battlegroup    |    147     |    165     |    -18     |
|    filtering     |    148     |    158     |    -10     |
|     reaction     |    149     |    189     |    -40     |
|   scaffolding    |    150     |    169     |    -19     |
|      fapla       |    151     |    167     |    -16     |
|     strength     |    152     |    115     |     37     |
|       arvn       |    153     |     -      |     -      |
|    obturation    |    154     |     -      |     -      |
|      loads       |    155     |     -      |     -      |
|    feedbacks     |    156     |     41     |    115     |
|       rar        |    157     |    176     |    -19     |
|   infiltration   |    158     |     69     |     89     |
|      rebar       |    159     |    156     |     3      |
|    deflection    |    160     |     -      |     -      |
|   preventative   |    161     |     -      |     -      |
|    stiffeners    |    162     |    188     |    -26     |
|     warships     |    163     |    180     |    -17     |
|  fortification   |    164     |     85     |     79     |
|   stabilizers    |    165     |    141     |     24     |
|    plasticity    |    166     |    132     |     34     |
| countermeasures  |    167     |     -      |     -      |
|       bcts       |    168     |     -      |     -      |
|    disruption    |    169     |    139     |     30     |
|    structural    |    170     |     -      |     -      |
|     operant      |    171     |     94     |     77     |
|      input       |    172     |     97     |     75     |
|      neoloy      |    173     |    150     |     23     |
|    vibration     |    174     |    126     |     48     |
|    weldments     |    175     |     -      |     -      |
|     girders      |    176     |     -      |     -      |
|      delay       |    177     |    135     |     42     |
|   paratroopers   |    178     |     -      |     -      |
|   infantrymen    |    179     |    144     |     35     |
|     loading      |    180     |     -      |     -      |
|     assault      |    181     |     -      |     -      |
|    constraint    |    182     |    152     |     30     |
|    falkenhayn    |    183     |     -      |     -      |
|   contingents    |    184     |     -      |     -      |
|    beachheads    |    185     |    145     |     40     |
|     airpower     |    186     |     -      |     -      |
|    clearance     |    187     |     -      |     -      |
|    deployable    |    188     |     -      |     -      |
|     unamsil      |    189     |     -      |     -      |
|    component     |    190     |     -      |     -      |
|     masking      |    191     |    199     |     -8     |
|  discriminative  |    192     |     -      |     -      |
|     armoring     |    193     |     -      |     -      |
|     aeration     |    194     |    162     |     32     |
|     drawdown     |    195     |     -      |     -      |
|    reservists    |    196     |     -      |     -      |
|    cushioning    |    197     |    148     |     49     |
|   minesweeping   |    198     |    175     |     23     |
|    repetition    |    199     |     -      |     -      |
